2026-08-03T09:24:49+01:00	-	phase1-wall	wall	9	0	0	0	0	0	wall	-
2026-08-03T08:24:53.592Z	197	embed	snipe-embed	3.876	3.637	384	0	0	0	-	n=1
2026-08-03T08:25:24.921Z	197	p2-parse	snipe-eval	31.32	8.003	1032	3.117	514	20.181	stop	attempt=0
2026-08-03T08:25:37.750Z	197	embed	snipe-embed	12.822	12.636	95	0	0	0	-	n=12
2026-08-03T08:26:17.507Z	197	p2-evidence	snipe-eval	39.751	7.254	2069	5.675	666	26.798	stop	attempt=0
2026-08-03T08:28:44.231Z	197	p2-judgment	snipe-eval	146.718	7.859	6656	16.154	2655	122.66	stop	attempt=0
2026-08-03T09:28:44+01:00	-	phase2-wall	wall	235	0	0	0	0	0	wall	-
2026-08-03T08:28:58.299Z	197	embed	snipe-embed	13.764	12.825	2147	0	0	0	-	n=51
2026-08-03T08:30:03.014Z	197	p3-judge	snipe-eval	64.706	7.061	9107	23.011	742	34.584	stop	items=39
2026-08-03T08:30:26.195Z	197	p3-tailor	snipe-cv	23.16	5.998	5844	2.879	678	14.246	stop	-
2026-08-03T08:30:28.527Z	197	p3-summary	snipe-cv	2.316	0.19	1818	0.83	63	1.175	stop	-
2026-08-03T09:30:29+01:00	-	phase3-wall	wall	105	0	0	0	0	0	wall	-
2026-08-03T08:30:48.545Z	198	p1-score	snipe-screen	16.195	5.479	7540	2.755	383	7.914	stop	-
2026-08-03T09:30:48+01:00	-	phase1-wall	wall	16	0	0	0	0	0	wall	-
2026-08-03T08:30:52.623Z	198	embed	snipe-embed	3.748	3.526	369	0	0	0	-	n=1
2026-08-03T08:31:34.728Z	198	p2-parse	snipe-eval	42.095	16.579	1037	4.664	519	20.833	stop	attempt=0
2026-08-03T08:31:47.810Z	198	embed	snipe-embed	13.075	12.88	100	0	0	0	-	n=10
2026-08-03T08:32:22.755Z	198	p2-evidence	snipe-eval	34.939	7.385	1797	5.467	553	22.066	stop	attempt=0
2026-08-03T08:35:24.186Z	198	p2-judgment	snipe-eval	181.424	7.769	6533	16.094	3407	157.513	stop	attempt=0
2026-08-03T09:35:24+01:00	-	phase2-wall	wall	276	0	0	0	0	0	wall	-
2026-08-03T08:35:38.055Z	198	embed	snipe-embed	13.564	12.633	2152	0	0	0	-	n=49
2026-08-03T08:36:24.311Z	198	p3-judge	snipe-eval	46.247	7.062	9080	23.047	347	16.088	stop	items=39
2026-08-03T08:36:54.746Z	198	p3-tailor	snipe-cv	30.405	6.823	5900	2.865	985	20.669	stop	-
2026-08-03T08:36:57.012Z	198	p3-summary	snipe-cv	2.242	0.19	1902	0.868	57	1.062	stop	-
2026-08-03T09:36:58+01:00	-	phase3-wall	wall	94	0	0	0	0	0	wall	-
2026-08-03T08:37:17.654Z	199	p1-score	snipe-screen	16.805	5.943	7139	2.57	403	8.249	stop	-
2026-08-03T09:37:17+01:00	-	phase1-wall	wall	17	0	0	0	0	0	wall	-
2026-08-03T08:37:21.654Z	199	embed	snipe-embed	3.652	3.434	344	0	0	0	-	n=1
2026-08-03T08:38:00.202Z	199	p2-parse	snipe-eval	38.533	12.533	639	4.04	551	21.935	stop	attempt=0
2026-08-03T08:38:13.140Z	199	embed	snipe-embed	12.929	12.725	125	0	0	0	-	n=11
2026-08-03T08:38:54.818Z	199	p2-evidence	snipe-eval	41.674	10.539	1898	5.593	636	25.519	stop	attempt=0
2026-08-03T08:41:38.520Z	199	p2-judgment	snipe-eval	163.695	7.878	6439	15.922	3048	139.846	stop	attempt=0
2026-08-03T09:41:38+01:00	-	phase2-wall	wall	261	0	0	0	0	0	wall	-
2026-08-03T08:41:52.309Z	199	embed	snipe-embed	13.486	12.511	2177	0	0	0	-	n=50
2026-08-03T08:42:57.005Z	199	p3-judge	snipe-eval	64.685	7.187	9000	22.916	742	34.53	stop	items=39
2026-08-03T08:43:21.361Z	199	p3-tailor	snipe-cv	24.334	6.874	5478	2.66	711	14.719	stop	-
2026-08-03T08:43:33.512Z	199	p3-tailor	snipe-cv	12.133	0.195	5538	0.053	572	11.848	stop	-
2026-08-03T08:43:35.979Z	199	p3-summary	snipe-cv	2.452	0.193	1815	0.833	70	1.312	stop	-
2026-08-03T09:43:37+01:00	-	phase3-wall	wall	119	0	0	0	0	0	wall	-
2026-08-03T08:43:57.362Z	200	p1-score	snipe-screen	17.509	5.161	7528	2.755	461	9.547	stop	-
2026-08-03T09:43:57+01:00	-	phase1-wall	wall	18	0	0	0	0	0	wall	-
2026-08-03T08:44:01.443Z	200	embed	snipe-embed	3.747	3.522	370	0	0	0	-	n=1
2026-08-03T08:44:47.170Z	200	p2-parse	snipe-eval	45.718	22.955	1019	3.125	483	19.618	stop	attempt=0
2026-08-03T08:45:00.536Z	200	embed	snipe-embed	13.36	13.192	96	0	0	0	-	n=8
2026-08-03T08:45:31.962Z	200	p2-evidence	snipe-eval	31.42	8.778	1594	4.539	450	18.083	stop	attempt=0
2026-08-03T08:47:14.043Z	200	p2-judgment	snipe-eval	102.076	7.867	6146	14.915	1757	79.248	stop	attempt=0
2026-08-03T09:47:14+01:00	-	phase2-wall	wall	197	0	0	0	0	0	wall	-
2026-08-03T08:47:34.012Z	201	p1-score	snipe-screen	17.217	5.251	7831	2.87	434	9.051	stop	-
2026-08-03T09:47:34+01:00	-	phase1-wall	wall	18	0	0	0	0	0	wall	-
2026-08-03T08:47:37.717Z	201	embed	snipe-embed	3.379	3.126	401	0	0	0	-	n=1
2026-08-03T08:48:13.674Z	201	p2-parse	snipe-eval	35.948	7.253	1405	4.102	618	24.569	stop	attempt=0
2026-08-03T08:48:26.403Z	201	embed	snipe-embed	12.72	12.511	147	0	0	0	-	n=12
2026-08-03T08:49:07.027Z	201	p2-evidence	snipe-eval	40.619	7.237	2118	5.672	685	27.688	stop	attempt=0
2026-08-03T08:51:35.498Z	201	p2-judgment	snipe-eval	148.464	7.548	6806	16.233	2697	124.635	stop	attempt=0
2026-08-03T09:51:35+01:00	-	phase2-wall	wall	241	0	0	0	0	0	wall	-
2026-08-03T08:51:49.539Z	201	embed	snipe-embed	13.747	12.734	2199	0	0	0	-	n=51
2026-08-03T08:52:54.429Z	201	p3-judge	snipe-eval	64.882	7.082	9170	23.052	742	34.696	stop	items=39
2026-08-03T08:53:21.011Z	201	p3-tailor	snipe-cv	26.559	7.498	6023	2.962	763	16.048	stop	-
2026-08-03T08:53:34.370Z	201	p3-tailor	snipe-cv	13.339	0.201	6083	0.054	618	13.046	stop	-
2026-08-03T08:53:37.021Z	201	p3-summary	snipe-cv	2.636	0.188	2044	0.927	74	1.396	stop	-
2026-08-03T09:53:38+01:00	-	phase3-wall	wall	123	0	0	0	0	0	wall	-
2026-08-03T08:53:53.742Z	202	p1-score	snipe-screen	12.875	5.205	8048	2.998	219	4.623	stop	-
2026-08-03T09:53:53+01:00	-	phase1-wall	wall	13	0	0	0	0	0	wall	-
2026-08-03T08:54:04.871Z	203	p1-score	snipe-screen	8.407	0.167	7387	0.331	382	7.865	stop	-
2026-08-03T09:54:04+01:00	-	phase1-wall	wall	8	0	0	0	0	0	wall	-
2026-08-03T08:54:08.713Z	203	embed	snipe-embed	3.525	3.259	444	0	0	0	-	n=1
2026-08-03T08:54:56.512Z	203	p2-parse	snipe-eval	47.789	20.923	958	3.126	604	23.721	stop	attempt=0
2026-08-03T08:55:09.543Z	203	embed	snipe-embed	13.022	12.797	129	0	0	0	-	n=12
2026-08-03T08:55:50.395Z	203	p2-evidence	snipe-eval	40.846	7.156	2222	6.484	651	27.184	stop	attempt=0
2026-08-03T08:58:42.259Z	203	p2-judgment	snipe-eval	171.858	7.936	6774	16.24	3200	147.635	stop	attempt=0
2026-08-03T09:58:42+01:00	-	phase2-wall	wall	278	0	0	0	0	0	wall	-
2026-08-03T08:58:56.102Z	203	embed	snipe-embed	13.544	12.614	2181	0	0	0	-	n=51
2026-08-03T08:59:42.527Z	203	p3-judge	snipe-eval	46.416	7.147	9204	23.093	347	16.124	stop	items=39
2026-08-03T09:00:05.737Z	203	p3-tailor	snipe-cv	23.188	6.323	5680	2.753	678	14.078	stop	-
2026-08-03T09:00:17.698Z	203	p3-tailor	snipe-cv	11.942	0.208	5740	0.052	559	11.646	stop	-
2026-08-03T09:00:20.702Z	203	p3-summary	snipe-cv	2.988	0.188	1771	0.808	81	1.519	stop	-
2026-08-03T10:00:22+01:00	-	phase3-wall	wall	100	0	0	0	0	0	wall	-
2026-08-03T09:00:42.498Z	204	p1-score	snipe-screen	17.742	5.876	8568	3.46	389	8.345	stop	-
2026-08-03T10:00:42+01:00	-	phase1-wall	wall	18	0	0	0	0	0	wall	-
2026-08-03T09:00:54.554Z	205	p1-score	snipe-screen	9.38	0.165	7258	0.274	434	8.895	stop	-
2026-08-03T10:00:54+01:00	-	phase1-wall	wall	10	0	0	0	0	0	wall	-
2026-08-03T09:00:58.504Z	205	embed	snipe-embed	3.518	3.308	334	0	0	0	-	n=1
2026-08-03T09:01:29.982Z	205	p2-parse	snipe-eval	31.456	7.258	829	2.881	541	21.298	stop	attempt=0
2026-08-03T09:01:42.735Z	205	embed	snipe-embed	12.744	12.544	124	0	0	0	-	n=10
2026-08-03T09:02:17.362Z	205	p2-evidence	snipe-eval	34.623	7.146	1987	5.606	543	21.847	stop	attempt=0
2026-08-03T09:04:51.017Z	205	p2-judgment	snipe-eval	153.6	7.817	6553	16.124	2822	129.613	stop	attempt=0
2026-08-03T10:04:51+01:00	-	phase2-wall	wall	237	0	0	0	0	0	wall	-
2026-08-03T09:05:05.457Z	205	embed	snipe-embed	14.145	13.195	2176	0	0	0	-	n=49
2026-08-03T09:06:10.267Z	205	p3-judge	snipe-eval	64.801	7.029	9078	23.04	742	34.682	stop	items=39
2026-08-03T09:06:44.619Z	205	p3-tailor	snipe-cv	34.304	13.956	5707	2.792	838	17.476	stop	-
2026-08-03T09:07:02.086Z	205	p3-tailor	snipe-cv	17.434	0.212	5767	0.053	816	17.129	stop	-
2026-08-03T09:07:04.707Z	205	p3-summary	snipe-cv	2.601	0.191	2032	0.925	72	1.361	stop	-
2026-08-03T10:07:06+01:00	-	phase3-wall	wall	135	0	0	0	0	0	wall	-
2026-08-03T09:07:25.095Z	206	p1-score	snipe-screen	16.379	4.85	7882	2.92	409	8.558	stop	-
2026-08-03T10:07:25+01:00	-	phase1-wall	wall	17	0	0	0	0	0	wall	-
2026-08-03T09:07:36.032Z	207	p1-score	snipe-screen	8.205	0.165	7079	0.192	383	7.803	stop	-
2026-08-03T10:07:36+01:00	-	phase1-wall	wall	9	0	0	0	0	0	wall	-
2026-08-03T09:07:39.909Z	207	embed	snipe-embed	3.558	3.335	363	0	0	0	-	n=1
2026-08-03T09:08:23.445Z	207	p2-parse	snipe-eval	43.527	23.652	651	2.233	451	17.616	stop	attempt=0
2026-08-03T09:08:38.329Z	207	embed	snipe-embed	14.877	14.732	72	0	0	0	-	n=7
2026-08-03T09:09:10.358Z	207	p2-evidence	snipe-eval	32.025	11.815	1452	4.426	395	15.763	stop	attempt=0
2026-08-03T09:12:31.394Z	207	p2-judgment	snipe-eval	201.001	7.617	6208	14.971	3883	178.365	stop	attempt=0
2026-08-03T10:12:31+01:00	-	phase2-wall	wall	295	0	0	0	0	0	wall	-
2026-08-03T09:12:45.423Z	207	embed	snipe-embed	13.724	12.721	2124	0	0	0	-	n=46
2026-08-03T09:13:50.061Z	207	p3-judge	snipe-eval	64.629	7.037	8954	22.851	742	34.688	stop	items=39
2026-08-03T09:14:10.539Z	207	p3-tailor	snipe-cv	20.457	6.602	5478	2.664	540	11.151	stop	-
2026-08-03T09:14:21.057Z	207	p3-tailor	snipe-cv	10.499	0.195	5538	0.052	494	10.212	stop	-
2026-08-03T09:14:24.208Z	207	p3-summary	snipe-cv	3.137	0.19	1913	0.867	104	1.95	stop	-
2026-08-03T10:14:26+01:00	-	phase3-wall	wall	115	0	0	0	0	0	wall	-
2026-08-03T09:14:41.181Z	208	p1-score	snipe-screen	12.46	5.419	7140	2.597	215	4.397	stop	-
2026-08-03T10:14:41+01:00	-	phase1-wall	wall	13	0	0	0	0	0	wall	-
2026-08-03T09:14:45.284Z	208	embed	snipe-embed	3.777	3.529	401	0	0	0	-	n=1
2026-08-03T09:15:43.238Z	208	p2-parse	snipe-eval	57.945	35.895	712	3.031	479	19.002	stop	attempt=0
2026-08-03T09:15:56.244Z	208	embed	snipe-embed	12.991	12.811	78	0	0	0	-	n=9
2026-08-03T09:16:27.966Z	208	p2-evidence	snipe-eval	31.717	7.811	1773	5.4	462	18.484	stop	attempt=0
2026-08-03T09:19:19.670Z	208	p2-judgment	snipe-eval	171.661	7.829	6428	15.968	3202	147.815	stop	attempt=0
2026-08-03T10:19:19+01:00	-	phase2-wall	wall	278	0	0	0	0	0	wall	-
2026-08-03T09:19:33.707Z	208	embed	snipe-embed	13.729	12.73	2130	0	0	0	-	n=48
2026-08-03T09:20:38.404Z	208	p3-judge	snipe-eval	64.688	7.093	9024	22.919	742	34.622	stop	items=39
2026-08-03T09:21:02.420Z	208	p3-tailor	snipe-cv	23.996	6.831	5401	2.617	703	14.503	stop	-
2026-08-03T09:21:06.037Z	208	p3-summary	snipe-cv	3.602	0.196	1762	0.793	133	2.498	stop	-
2026-08-03T10:21:07+01:00	-	phase3-wall	wall	108	0	0	0	0	0	wall	-
2026-08-03T09:21:26.763Z	209	p1-score	snipe-screen	16.798	9.736	7130	3.093	184	3.786	stop	-
2026-08-03T10:21:26+01:00	-	phase1-wall	wall	17	0	0	0	0	0	wall	-
2026-08-03T09:21:31.374Z	209	embed	snipe-embed	4.114	3.695	380	0	0	0	-	n=1
2026-08-03T09:21:56.161Z	209	p2-parse	snipe-eval	24.76	7.245	701	2.248	385	15.247	stop	attempt=0
2026-08-03T09:22:11.049Z	209	embed	snipe-embed	14.853	14.719	52	0	0	0	-	n=6
2026-08-03T09:22:36.267Z	209	p2-evidence	snipe-eval	25.208	7.379	1280	4.298	340	13.511	stop	attempt=0
2026-08-03T09:25:17.681Z	209	p2-judgment	snipe-eval	161.354	7.9	6209	14.924	3038	138.482	stop	attempt=0
2026-08-03T10:25:17+01:00	-	phase2-wall	wall	231	0	0	0	0	0	wall	-
2026-08-03T09:25:31.605Z	209	embed	snipe-embed	13.612	12.608	2104	0	0	0	-	n=45
2026-08-03T09:26:36.789Z	209	p3-judge	snipe-eval	65.175	7.151	8985	22.897	742	35.077	stop	items=39
2026-08-03T09:27:00.691Z	209	p3-tailor	snipe-cv	23.88	5.386	5412	2.631	766	15.823	stop	-
2026-08-03T09:27:03.360Z	209	p3-summary	snipe-cv	2.655	0.183	1759	0.797	84	1.567	stop	-
2026-08-03T10:27:04+01:00	-	phase3-wall	wall	107	0	0	0	0	0	wall	-
